Generation,Min Fitness,Max Fitness, Average Fitness
0,69.5648707522505,1107.58424611512,438.560511814413
1,70.5140412795528,1378.2360034305,683.594076708007
2,62.6560042493341,1639.91023788475,832.294966161865
3,135.840200617755,1657.93573919728,966.70156231096
4,268.009245320484,2074.01069358713,1055.77109439088
5,206.777293949009,2074.01069358713,1293.43613227328
6,528.219999325577,2134.67985487111,1654.01021470755
7,520.918582945147,2216.41117696715,1941.23710070451
8,359.678049544016,2276.94384980402,1974.48347238679
9,516.766072726253,2287.50762831011,2024.1273869391
10,538.807700293929,2329.4698122823,1977.11713375641
11,297.958277230224,2466.97092875132,2010.70414584584
12,385.550640687462,2466.97092875132,2013.97071696347
13,444.968932505107,2631.25163389805,2067.93966424047
14,392.335051111963,2631.25163389805,2245.94158744045
15,468.611395126045,2649.5163186221,2288.12068140233
16,643.485793138354,2649.5163186221,2443.17775846923
17,1552.86043955358,2653.8266534522,2585.14563747497
18,1049.4058806269,2660.23361916125,2584.53950072615
19,853.469396218927,2673.43393381421,2525.1382142741
20,829.292241650671,2684.93044327297,2540.78234840655
21,775.280893436537,2684.93044327297,2459.68996048544
22,542.625557065614,2694.48515877371,2503.94731698143
23,707.301913847366,2702.54119770962,2553.64377293862
24,518.792807315859,2735.75519386719,2555.56879798424
25,563.19856630196,2735.75519386719,2474.15317168367
26,349.203875508702,2745.30990936793,2501.3866290141
27,476.507637722774,2745.30990936793,2494.499657469
28,1588.51894733544,2745.30990936793,2681.36579934497
29,990.975054532865,2745.30990936793,2691.8472976141
30,1584.49383320978,2749.36461794584,2681.87757614902
31,1319.79647077313,2749.36461794584,2679.43420634793
32,1146.72368328265,2752.16370525192,2636.64719362698
33,605.663135461993,2752.16370525192,2594.81667385622
34,547.452718662056,2755.90395519226,2618.74130576416
35,544.667811229639,2774.47514326958,2615.31540303883
36,836.611616735183,2774.47514326958,2607.33147995495
37,353.71749483705,2780.05135459799,2420.16633838996
38,401.390270651105,2780.05135459799,2608.34219641695
39,762.170197518306,2780.05135459799,2619.55347435676
40,705.176969135087,2788.40827589878,2546.03938216371
41,922.160802885671,2788.40827589878,2700.31657500242
42,698.348035043693,2794.36170452453,2599.63910912813
43,465.902867227112,2802.71862582533,2591.19453143241
44,352.595926025611,2809.12330361408,2659.47276277557
45,611.20350637869,2814.12620916597,2586.50901397255
46,628.920548478021,2825.64909967371,2691.29792366553
47,1721.46857975745,2825.64909967371,2749.38143136817
48,1746.85883208905,2930.23582902672,2759.38124529521
49,1200.35214353409,2930.23582902672,2741.99892068102
50,1343.05596152008,3072.87364969575,2736.83704167505
51,1262.41341221617,3191.44402423902,2760.48661490937
52,1037.6540997131,3191.44402423902,2822.52299052817
53,1112.96155559563,3411.47162367883,2857.08622539256
54,937.56888221454,3472.21537964958,2912.63051974928
55,884.723220133122,3472.21537964958,3019.44756886795
56,1336.03619351302,3504.14999106668,3285.02156646624
57,859.834365288301,3535.9433645545,3182.82861829317
58,1071.57626373523,3556.15083338496,3357.70989332225
59,897.355067736264,3616.4439350892,3239.6246877536
60,686.054442037972,3677.82271013456,3067.99705255884
61,690.58861933287,3956.34344314922,3093.79227065016
62,667.188126540321,3956.34344314922,3118.6631619954
63,739.413547922345,4106.5935373078,3348.80077936025
64,704.879353913969,4106.5935373078,3311.72628012702
65,213.005008259374,4106.5935373078,3618.76002980002
66,679.629138543824,4159.08393721552,3862.31076869532
67,1122.95203584802,4236.39782976394,3977.80434214525
68,369.294713692417,4236.39782976394,3732.07779933562
69,371.537016965678,4236.39782976394,3838.85572141878
70,502.507333036124,4286.50122623176,4001.23781982913
71,1998.80803211988,4286.50122623176,4099.27057324752
72,1388.87938421557,4286.50122623176,4019.35117991412
73,1333.16769019992,4286.50122623176,4108.54486519551
74,2540.32671303942,4286.50122623176,4179.64552864849
75,2798.25494072755,4295.59511534216,4168.79815170896
76,1445.53174946241,4295.59511534216,4156.10900866181
77,748.872487521112,4295.59511534216,4057.64603278764
78,1020.57297432391,4295.59511534216,4035.746074936
79,2544.97056922919,4295.59511534216,4176.40395613859
80,2807.49078668494,4295.59511534216,4198.89678118862
81,2800.67640449599,4346.40953505928,4190.22285491054
