Generation,Min Fitness,Max Fitness, Average Fitness
0,77.8867988471379,1234.87856404363,426.487912005842
1,71.9256534064536,1389.66940509066,723.138838372191
2,113.358116060524,1414.83917313212,1099.08309080828
3,139.902148379481,1465.68898992672,1153.29219826937
4,93.5379747738525,1718.69246959978,1202.94632699912
5,171.262327570899,1725.60277659188,1248.03913056414
6,252.80484596861,1808.49658794674,1345.05598573564
7,303.47326473518,1810.27413337839,1634.98250772555
8,965.53586976678,1841.29425208998,1673.43549484344
9,944.50454888376,1940.60062349816,1762.89490718839
10,483.726732094903,1955.15896268016,1716.44018902103
11,646.217290334565,1978.4394752815,1736.50960962729
12,666.319325449789,2013.44779912856,1792.22977212458
13,652.637540942498,2032.05663146748,1846.67477978697
14,628.085069843583,2032.05663146748,1878.57913456632
15,1277.86340848267,2041.71647860896,1985.72808475302
16,1326.02494484876,2041.71647860896,1996.43515486797
17,1093.63444546537,2046.63151322904,1994.56062970311
18,515.806058912602,2048.45179163559,1973.26417901273
19,386.477613044531,2049.67955251203,1964.51992417093
20,401.052054887842,2056.53405661617,1919.78630643541
21,149.356194369284,2066.00424491802,1913.85018001969
22,329.628144280527,2066.00424491802,1868.36139552798
23,510.196903280197,2076.32135442441,1916.91517615708
24,259.85068784633,2083.64057621934,1887.7177868335
25,289.013918491592,2092.47085743985,1966.40155819769
26,348.767646535307,2093.95768572574,1910.73613329677
27,428.065839742621,2097.45438659061,2007.58344312574
28,369.356161926269,2103.50966902611,2041.78445503303
29,305.355456484348,2103.50966902611,1953.72358673026
30,516.098397350161,2103.50966902611,2032.10592907889
31,1168.82394505492,2103.50966902611,2047.82172838826
32,1428.97947799307,2107.59193400668,2068.25040303828
33,1332.7780662201,2107.59193400668,2048.4406708612
34,966.504798344448,2107.59193400668,1988.16030904614
35,1119.03438058815,2107.59193400668,2062.10410629592
36,1383.36896688408,2107.59193400668,2073.85518088698
37,1393.35528798454,2109.91386210157,2065.95819394684
38,734.538919269211,2109.91386210157,2065.72038370494
39,931.065940404663,2109.91386210157,1994.87852438044
40,1132.2505034094,2109.91386210157,2068.75678777593
41,1323.41488229576,2109.91386210157,2070.87243788416
42,1361.08633438123,2109.91386210157,2063.19988072247
43,1323.41488229576,2109.91386210157,2071.28299736535
44,1385.69089497897,2109.91386210157,2074.17878671687
45,1362.00012646965,2109.91386210157,2061.76264621748
46,1385.69089497897,2109.91386210157,2063.17505273586
47,1476.97374659301,2109.91386210157,2064.44232895249
48,1362.00012646965,2109.91386210157,2066.20700283968
49,1323.41488229576,2109.91386210157,2063.7985498828
50,1323.41488229576,2109.91386210157,2070.11564463361
51,1323.41488229576,2109.91386210157,2067.19570310514
52,1361.08633438123,2109.91386210157,2065.66947003016
53,1323.41488229576,2109.91386210157,2059.49446735288
54,1393.26496290439,2109.91386210157,2071.7965775623
55,1385.69089497897,2109.91386210157,2069.63335643033
56,1378.24401903055,2109.91386210157,2068.18487569811
57,1361.08633438123,2109.91386210157,2064.69919954793
